'sample interval','V5','MLII'
1192,-0.165,-0.135
1193,-0.180,-0.145
1194,-0.195,-0.150
1195,-0.195,-0.130
1196,-0.175,-0.120
1197,-0.160,-0.125
1198,-0.170,-0.140
1199,-0.165,-0.145
1200,-0.190,-0.145
1201,-0.180,-0.145
1202,-0.170,-0.120
1203,-0.165,-0.135
1204,-0.145,-0.130
1205,-0.170,-0.150
1206,-0.185,-0.145
1207,-0.175,-0.135
1208,-0.170,-0.120
1209,-0.150,-0.130
1210,-0.150,-0.135
1211,-0.160,-0.150
1212,-0.170,-0.155
1213,-0.160,-0.145
1214,-0.155,-0.135
1215,-0.130,-0.115
1216,-0.135,-0.125
1217,-0.150,-0.145
1218,-0.145,-0.150
1219,-0.150,-0.145
1220,-0.130,-0.130
1221,-0.125,-0.120
1222,-0.120,-0.120
1223,-0.125,-0.135
1224,-0.130,-0.130
1225,-0.130,-0.115
1226,-0.125,-0.100
1227,-0.100,-0.105
1228,-0.100,-0.115
1229,-0.110,-0.120
1230,-0.120,-0.120
1231,-0.110,-0.100
1232,-0.095,-0.090
1233,-0.085,-0.080
1234,-0.080,-0.085
1235,-0.085,-0.080
1236,-0.090,-0.080
1237,-0.080,-0.070
1238,-0.065,-0.055
1239,-0.050,-0.050
1240,-0.040,-0.050
1241,-0.040,-0.045
1242,-0.055,-0.030
1243,-0.040,-0.020
1244,-0.025,0.005
1245,-0.020,0.015
1246,-0.020,0.020
1247,-0.015,0.030
1248,-0.015,0.035
1249,-0.010,0.060
1250,-0.005,0.090
1251,0.020,0.105
1252,0.005,0.100
1253,-0.015,0.120
1254,-0.020,0.120
1255,-0.010,0.150
1256,0.000,0.180
1257,0.005,0.195
1258,0.010,0.185
1259,0.005,0.190
1260,-0.015,0.195
1261,-0.005,0.210
1262,0.000,0.220
1263,-0.015,0.210
1264,-0.020,0.215
1265,-0.035,0.195
1266,-0.065,0.180
1267,-0.080,0.200
1268,-0.070,0.180
1269,-0.070,0.175
1270,-0.080,0.160
1271,-0.090,0.135
1272,-0.120,0.120
1273,-0.125,0.130
1274,-0.115,0.125
1275,-0.115,0.125
1276,-0.135,0.100
1277,-0.150,0.075
1278,-0.180,0.065
1279,-0.185,0.070
1280,-0.170,0.080
1281,-0.165,0.080
1282,-0.170,0.065
1283,-0.185,0.040
1284,-0.195,0.045
1285,-0.195,0.050
1286,-0.185,0.055
1287,-0.185,0.055
1288,-0.180,0.040
1289,-0.205,0.020
1290,-0.225,0.035
1291,-0.215,0.050
1292,-0.195,0.050
1293,-0.185,0.055
1294,-0.190,0.030
1295,-0.210,0.015
1296,-0.230,0.015
1297,-0.220,0.025
1298,-0.205,0.050
1299,-0.190,0.040
1300,-0.195,0.035
1301,-0.215,0.015
1302,-0.220,0.015
1303,-0.230,0.015
1304,-0.225,0.025
1305,-0.210,0.025
1306,-0.215,0.015
1307,-0.220,0.010
1308,-0.225,0.000
1309,-0.225,0.000
1310,-0.215,0.025
1311,-0.210,0.015
1312,-0.220,0.005
1313,-0.220,-0.015
1314,-0.240,-0.025
1315,-0.235,0.005
1316,-0.235,0.010
1317,-0.190,0.020
1318,-0.215,0.000
1319,-0.220,-0.010
1320,-0.235,-0.030
1321,-0.210,-0.020
1322,-0.225,-0.005
1323,-0.220,0.000
1324,-0.200,-0.015
1325,-0.220,-0.025
1326,-0.235,-0.010
1327,-0.225,-0.010
1328,-0.215,0.005
1329,-0.195,-0.005
1330,-0.185,-0.020
1331,-0.205,-0.015
1332,-0.220,-0.020
1333,-0.210,-0.010
1334,-0.205,0.010
1335,-0.185,0.020
1336,-0.195,0.010
1337,-0.210,-0.005
1338,-0.225,-0.005
1339,-0.220,0.000
1340,-0.220,0.010
1341,-0.205,0.020
1342,-0.200,0.015
1343,-0.210,0.000
1344,-0.210,-0.005
1345,-0.210,0.005
1346,-0.205,0.025
1347,-0.190,0.020
1348,-0.200,0.010
1349,-0.210,-0.005
1350,-0.225,-0.005
1351,-0.220,0.010
1352,-0.205,0.030
1353,-0.200,0.020
1354,-0.195,0.010
1355,-0.215,-0.010
1356,-0.220,0.005
1357,-0.240,-0.005
1358,-0.230,0.010
1359,-0.215,0.015
1360,-0.215,0.000
1361,-0.235,-0.010
1362,-0.245,-0.005
1363,-0.245,0.000
1364,-0.225,0.010
1365,-0.225,0.005
1366,-0.230,-0.005
1367,-0.235,-0.020
1368,-0.245,-0.015
1369,-0.245,-0.015
1370,-0.220,0.000
1371,-0.230,0.005
1372,-0.220,-0.010
1373,-0.240,-0.025
1374,-0.250,-0.020
1375,-0.250,-0.005
1376,-0.240,0.005
1377,-0.235,-0.010
1378,-0.235,-0.010
1379,-0.255,-0.035
1380,-0.245,-0.030
1381,-0.260,-0.035
1382,-0.245,-0.015
1383,-0.240,-0.015
1384,-0.245,-0.020
1385,-0.260,-0.045
1386,-0.270,-0.040
1387,-0.280,-0.030
1388,-0.255,-0.015
1389,-0.245,-0.015
1390,-0.245,-0.040
1391,-0.265,-0.040
1392,-0.290,-0.040
1393,-0.275,-0.025
1394,-0.270,-0.020
1395,-0.250,-0.015
1396,-0.255,-0.025
1397,-0.260,-0.035
1398,-0.270,-0.040
1399,-0.275,-0.030
1400,-0.270,-0.020
1401,-0.250,-0.025
1402,-0.250,-0.025
1403,-0.270,-0.040
1404,-0.290,-0.035
1405,-0.275,-0.025
1406,-0.260,-0.020
1407,-0.245,-0.015
1408,-0.250,-0.020
1409,-0.265,-0.045
1410,-0.295,-0.050
1411,-0.290,-0.030
1412,-0.265,-0.015
1413,-0.255,-0.010
1414,-0.265,-0.030
1415,-0.285,-0.055
1416,-0.300,-0.035
1417,-0.295,-0.035
1418,-0.265,-0.020
1419,-0.260,-0.025
1420,-0.255,-0.020
1421,-0.260,-0.035
1422,-0.270,-0.050
1423,-0.270,-0.030
1424,-0.260,-0.020
1425,-0.250,-0.025
1426,-0.255,-0.020
1427,-0.255,-0.035
1428,-0.265,-0.035
1429,-0.280,-0.025
1430,-0.260,-0.015
1431,-0.240,-0.015
1432,-0.245,-0.025
1433,-0.255,-0.040
1434,-0.280,-0.045
1435,-0.275,-0.030
1436,-0.270,-0.015
1437,-0.255,-0.010
1438,-0.240,-0.020
1439,-0.260,-0.035
1440,-0.270,-0.045
1441,-0.275,-0.035
1442,-0.265,-0.015
1443,-0.255,-0.010
1444,-0.260,-0.010
1445,-0.270,-0.030
1446,-0.270,-0.035
1447,-0.270,-0.025
1448,-0.270,-0.020
1449,-0.245,-0.015
1450,-0.245,-0.020
1451,-0.255,-0.050
1452,-0.265,-0.035
1453,-0.265,-0.025
1454,-0.255,-0.025
1455,-0.230,-0.015
1456,-0.250,-0.035
1457,-0.250,-0.040
1458,-0.255,-0.045
1459,-0.270,-0.025
1460,-0.255,-0.010
1461,-0.245,-0.010
1462,-0.245,-0.025
1463,-0.260,-0.040
1464,-0.275,-0.035
1465,-0.275,-0.020
1466,-0.255,-0.015
1467,-0.240,-0.005
1468,-0.250,-0.020
1469,-0.250,-0.020
1470,-0.260,-0.025
1471,-0.270,-0.010
1472,-0.240,-0.010
1473,-0.215,0.005
1474,-0.210,-0.005
1475,-0.215,-0.005
1476,-0.215,0.010
1477,-0.220,0.015
1478,-0.200,0.035
1479,-0.185,0.025
1480,-0.185,0.010
1481,-0.195,0.025
1482,-0.190,0.020
1483,-0.195,0.020
1484,-0.175,0.035
1485,-0.175,0.035
1486,-0.180,0.035
1487,-0.200,0.015
1488,-0.205,0.000
1489,-0.215,0.010
1490,-0.225,0.010
1491,-0.215,0.015
1492,-0.235,0.010
1493,-0.235,-0.010
1494,-0.240,0.000
1495,-0.245,0.005
1496,-0.225,0.035
1497,-0.225,0.035
1498,-0.215,0.025
1499,-0.205,0.015
1500,-0.215,0.000
1501,-0.210,-0.005
1502,-0.210,-0.005
1503,-0.225,-0.030
1504,-0.245,-0.025
1505,-0.270,-0.040
1506,-0.290,-0.030
1507,-0.275,-0.025
1508,-0.270,-0.020
1509,-0.245,-0.030
1510,-0.255,-0.040
1511,-0.265,-0.045
1512,-0.280,-0.040
1513,-0.280,-0.035
1514,-0.270,-0.015
1515,-0.255,-0.020
1516,-0.255,-0.025
1517,-0.275,-0.050
1518,-0.280,-0.045
1519,-0.280,-0.035
1520,-0.275,-0.020
1521,-0.260,-0.025
1522,-0.265,-0.025
1523,-0.275,-0.045
1524,-0.280,-0.050
1525,-0.280,-0.030
1526,-0.260,-0.020
1527,-0.250,-0.025
1528,-0.250,-0.030
1529,-0.275,-0.035
1530,-0.275,-0.045
1531,-0.275,-0.030
1532,-0.260,-0.015
1533,-0.245,-0.010
1534,-0.255,-0.005
1535,-0.255,-0.020
1536,-0.275,-0.005
1537,-0.260,0.035
1538,-0.235,0.065
1539,-0.210,0.110
1540,-0.195,0.145
1541,-0.195,0.200
1542,-0.185,0.265
1543,-0.145,0.335
1544,-0.155,0.455
1545,-0.190,0.610
1546,-0.260,0.765
1547,-0.315,0.905
1548,-0.355,1.080
1549,-0.415,1.245
1550,-0.465,1.415
1551,-0.500,1.575
1552,-0.490,1.780
1553,-0.425,1.945
1554,-0.335,2.035
1555,-0.190,1.985
1556,-0.065,1.735
1557,0.015,1.300
1558,-0.010,0.780
1559,-0.155,0.385
1560,-0.375,0.130
1561,-0.575,0.010
1562,-0.665,-0.040
1563,-0.655,-0.045
1564,-0.630,-0.055
1565,-0.575,-0.055
1566,-0.510,-0.040
1567,-0.375,-0.045
1568,-0.295,-0.035
1569,-0.265,-0.050
1570,-0.255,-0.060
1571,-0.255,-0.110
1572,-0.270,-0.120
1573,-0.270,-0.125
1574,-0.250,-0.110
1575,-0.230,-0.110
1576,-0.220,-0.130
1577,-0.225,-0.135
1578,-0.235,-0.140
1579,-0.235,-0.130
1580,-0.205,-0.120
1581,-0.195,-0.130
1582,-0.195,-0.145
1583,-0.200,-0.160
1584,-0.205,-0.145
1585,-0.200,-0.145
1586,-0.185,-0.130
1587,-0.170,-0.130
1588,-0.175,-0.140
1589,-0.185,-0.150
1590,-0.200,-0.150
1591,-0.195,-0.145
1592,-0.190,-0.130
1593,-0.170,-0.140
1594,-0.180,-0.145
1595,-0.200,-0.160
1596,-0.200,-0.175
1597,-0.185,-0.160
1598,-0.180,-0.155
1599,-0.160,-0.150
1600,-0.165,-0.175
1601,-0.180,-0.175
1602,-0.185,-0.175
1603,-0.170,-0.165
1604,-0.160,-0.155
1605,-0.150,-0.150
1606,-0.150,-0.170
1607,-0.160,-0.190
1608,-0.165,-0.185
1609,-0.170,-0.175
1610,-0.155,-0.170
1611,-0.135,-0.160
1612,-0.145,-0.165
1613,-0.155,-0.175
1614,-0.160,-0.190
1615,-0.150,-0.170
1616,-0.145,-0.155
1617,-0.135,-0.155
1618,-0.135,-0.150
1619,-0.155,-0.180
1620,-0.140,-0.180
1621,-0.140,-0.170
1622,-0.130,-0.155
1623,-0.120,-0.160
1624,-0.125,-0.165
1625,-0.130,-0.175
1626,-0.140,-0.160
1627,-0.135,-0.155
1628,-0.105,-0.145
1629,-0.080,-0.135
1630,-0.085,-0.145
1631,-0.105,-0.160
1632,-0.105,-0.160
1633,-0.100,-0.140
1634,-0.100,-0.130
1635,-0.065,-0.120
1636,-0.060,-0.120
1637,-0.075,-0.150
1638,-0.080,-0.130
1639,-0.070,-0.115
1640,-0.060,-0.105
1641,-0.035,-0.105
1642,-0.040,-0.110
1643,-0.045,-0.110
1644,-0.060,-0.085
1645,-0.035,-0.080
1646,-0.020,-0.045
1647,-0.005,-0.045
1648,-0.010,-0.045
1649,0.000,-0.050
1650,0.000,-0.025
1651,-0.005,0.000
1652,0.025,0.035
1653,0.035,0.045
1654,0.040,0.045
1655,0.035,0.050
1656,0.025,0.065
1657,0.025,0.095
1658,0.040,0.130
1659,0.055,0.140
1660,0.060,0.145
1661,0.040,0.140
1662,0.050,0.165
1663,0.045,0.185
1664,0.060,0.205
1665,0.060,0.210
1666,0.050,0.210
1667,0.030,0.180
1668,0.010,0.190
1669,0.005,0.195
1670,0.015,0.195
1671,0.005,0.190
1672,0.000,0.180
1673,-0.035,0.150
1674,-0.050,0.140
1675,-0.060,0.135
1676,-0.050,0.135
1677,-0.050,0.125
1678,-0.070,0.110
1679,-0.090,0.085
1680,-0.100,0.070
1681,-0.125,0.080
1682,-0.100,0.070
1683,-0.105,0.070
1684,-0.120,0.040
1685,-0.140,0.030
1686,-0.150,0.030
1687,-0.160,0.020
1688,-0.135,0.040
1689,-0.140,0.035
1690,-0.150,0.010
1691,-0.160,0.015
1692,-0.170,0.000
1693,-0.175,0.010
1694,-0.180,0.030
1695,-0.150,0.025
1696,-0.155,0.010
1697,-0.165,-0.005
1698,-0.185,0.000
1699,-0.180,0.010
1700,-0.170,0.015
1701,-0.180,0.015
1702,-0.165,0.000
1703,-0.185,-0.015
1704,-0.195,-0.005
1705,-0.190,0.010
1706,-0.185,0.025
1707,-0.160,0.015
1708,-0.175,0.005
1709,-0.185,-0.015
1710,-0.205,-0.015
1711,-0.185,0.000
1712,-0.165,-0.005
1713,-0.170,-0.005
1714,-0.175,-0.010
1715,-0.180,-0.025
1716,-0.195,-0.025
1717,-0.180,-0.025
1718,-0.180,-0.020
1719,-0.170,-0.015
1720,-0.185,-0.030
1721,-0.195,-0.030
1722,-0.195,-0.035
1723,-0.185,-0.035
1724,-0.175,-0.010
1725,-0.175,-0.020
1726,-0.175,-0.035
1727,-0.195,-0.040
1728,-0.215,-0.040
1729,-0.195,-0.035
1730,-0.175,-0.025
1731,-0.170,-0.030
1732,-0.185,-0.035
1733,-0.195,-0.040
1734,-0.200,-0.040
1735,-0.195,-0.030
1736,-0.170,-0.020
1737,-0.170,-0.030
1738,-0.170,-0.035
1739,-0.180,-0.040
1740,-0.190,-0.045
1741,-0.185,-0.020
1742,-0.175,-0.015
1743,-0.160,-0.025
1744,-0.170,-0.030
1745,-0.165,-0.040
1746,-0.185,-0.035
1747,-0.190,-0.025
1748,-0.165,-0.005
1749,-0.160,-0.005
1750,-0.165,-0.015
1751,-0.175,-0.030
1752,-0.190,-0.025
1753,-0.185,-0.020
1754,-0.180,0.000
1755,-0.160,0.010
1756,-0.165,-0.005
1757,-0.175,-0.020
1758,-0.190,-0.015
1759,-0.180,-0.010
1760,-0.160,0.010
1761,-0.150,0.005
1762,-0.160,-0.005
1763,-0.175,-0.020
1764,-0.190,-0.020
1765,-0.190,-0.005
1766,-0.185,0.010
1767,-0.170,0.010
1768,-0.170,0.010
1769,-0.195,-0.010
1770,-0.200,-0.015
1771,-0.195,-0.010
1772,-0.200,0.000
1773,-0.180,0.000
1774,-0.185,0.005
1775,-0.195,-0.015
1776,-0.215,-0.020
1777,-0.200,-0.010
1778,-0.200,-0.005
1779,-0.185,-0.005
1780,-0.205,-0.005
1781,-0.195,-0.010
1782,-0.220,-0.025
1783,-0.230,-0.015
1784,-0.210,0.000
1785,-0.200,-0.005
1786,-0.205,-0.010
1787,-0.210,-0.025
1788,-0.220,-0.010
1789,-0.210,-0.020
1790,-0.195,0.005
1791,-0.185,-0.010
1792,-0.205,-0.010
1793,-0.215,-0.025
1794,-0.225,-0.030
1795,-0.220,-0.020
1796,-0.195,-0.010
1797,-0.200,-0.010
1798,-0.200,-0.015
1799,-0.230,-0.025
1800,-0.230,-0.045
1801,-0.225,-0.010
1802,-0.225,-0.015
1803,-0.225,-0.020
1804,-0.205,-0.020
1805,-0.220,-0.030
1806,-0.245,-0.040
1807,-0.230,-0.005
1808,-0.230,0.000
1809,-0.220,0.000
1810,-0.210,-0.010
1811,-0.220,-0.035
1812,-0.235,-0.025
1813,-0.225,-0.020
1814,-0.220,0.005
1815,-0.205,-0.005
1816,-0.205,-0.005
1817,-0.220,-0.020
1818,-0.225,-0.030
1819,-0.240,-0.005
1820,-0.210,0.000
1821,-0.205,0.000
1822,-0.215,-0.005
1823,-0.215,-0.030
1824,-0.225,-0.025
1825,-0.220,-0.010
1826,-0.210,0.000
1827,-0.215,0.005
1828,-0.205,-0.015
1829,-0.230,-0.020
1830,-0.235,-0.030
1831,-0.235,-0.010
1832,-0.220,0.005
1833,-0.210,0.000
1834,-0.215,0.005
1835,-0.215,-0.020
1836,-0.230,-0.020
1837,-0.235,-0.015
1838,-0.225,0.005
1839,-0.210,0.000
1840,-0.210,-0.005
1841,-0.220,-0.020
1842,-0.235,-0.030
1843,-0.235,-0.005
1844,-0.235,0.010
1845,-0.215,-0.010
1846,-0.215,-0.020
1847,-0.240,-0.015
1848,-0.245,-0.020
1849,-0.240,0.000
1850,-0.225,0.005
1851,-0.210,0.005
1852,-0.205,-0.010
1853,-0.230,-0.025
1854,-0.230,-0.015
1855,-0.235,-0.020
1856,-0.205,0.005
1857,-0.200,0.005
1858,-0.220,-0.005
1859,-0.220,-0.020
1860,-0.240,-0.020
1861,-0.225,0.000
1862,-0.200,0.000
1863,-0.210,0.000
1864,-0.205,-0.005
1865,-0.220,-0.030
1866,-0.235,-0.020
1867,-0.225,-0.005
1868,-0.230,-0.005
1869,-0.220,-0.010
1870,-0.205,-0.025
1871,-0.220,-0.030
1872,-0.220,-0.025
1873,-0.200,-0.005
1874,-0.185,0.015
1875,-0.170,0.015
1876,-0.170,0.010
1877,-0.175,0.010
1878,-0.175,0.010
1879,-0.170,0.020
1880,-0.150,0.040
1881,-0.130,0.050
1882,-0.145,0.030
1883,-0.160,0.030
1884,-0.160,0.040
1885,-0.155,0.040
1886,-0.145,0.060
1887,-0.130,0.060
1888,-0.135,0.045
1889,-0.150,0.035
1890,-0.160,0.030
1891,-0.165,0.050
1892,-0.150,0.055
1893,-0.150,0.045
1894,-0.170,0.020
1895,-0.185,-0.005
1896,-0.210,0.000
1897,-0.205,0.015
1898,-0.190,0.015
1899,-0.175,0.025
1900,-0.180,0.025
1901,-0.205,0.010
1902,-0.210,0.020
1903,-0.210,0.030
1904,-0.190,0.065
1905,-0.170,0.045
1906,-0.165,0.040
1907,-0.180,0.025
1908,-0.185,0.035
1909,-0.180,0.020
1910,-0.165,0.015
1911,-0.170,0.005
1912,-0.200,-0.015
1913,-0.230,-0.015
1914,-0.235,-0.015
1915,-0.230,-0.005
1916,-0.215,0.015
1917,-0.205,0.020
1918,-0.215,0.010
1919,-0.230,-0.010
1920,-0.255,-0.015
1921,-0.255,-0.010
1922,-0.245,0.005
1923,-0.210,0.010
1924,-0.210,0.000
1925,-0.235,-0.015
1926,-0.245,-0.020
1927,-0.240,-0.020
1928,-0.240,-0.005
1929,-0.210,0.000
1930,-0.220,-0.010
1931,-0.240,-0.025
1932,-0.235,-0.020
1933,-0.235,-0.015
1934,-0.210,-0.010
1935,-0.210,0.000
1936,-0.215,-0.005
1937,-0.230,-0.030
1938,-0.235,-0.020
1939,-0.240,0.000
1940,-0.225,0.010
1941,-0.215,0.005
1942,-0.220,0.005
1943,-0.220,0.000
1944,-0.230,-0.005
1945,-0.230,0.005
1946,-0.205,0.035
1947,-0.200,0.050
1948,-0.195,0.065
1949,-0.195,0.080
1950,-0.200,0.110
1951,-0.185,0.165
1952,-0.145,0.235
1953,-0.105,0.290
1954,-0.080,0.315
1955,-0.090,0.375
1956,-0.130,0.495
1957,-0.185,0.650
1958,-0.225,0.815
1959,-0.235,0.970
1960,-0.275,1.110
1961,-0.340,1.245
1962,-0.415,1.380
1963,-0.455,1.540
1964,-0.450,1.755
1965,-0.385,1.955
1966,-0.295,2.065
1967,-0.180,2.060
1968,-0.085,1.895
1969,0.025,1.550
1970,0.075,1.100
1971,0.010,0.635
1972,-0.190,0.275
1973,-0.425,0.070
1974,-0.595,-0.030
1975,-0.645,-0.050
1976,-0.615,-0.035
1977,-0.560,-0.025
1978,-0.500,-0.035
1979,-0.425,-0.040
1980,-0.330,-0.035
1981,-0.240,-0.035
1982,-0.205,-0.035
1983,-0.190,-0.040
1984,-0.180,-0.075
1985,-0.185,-0.085
1986,-0.200,-0.100
1987,-0.195,-0.105
1988,-0.170,-0.095
1989,-0.170,-0.110
1990,-0.145,-0.115
1991,-0.165,-0.125
1992,-0.160,-0.120
1993,-0.155,-0.110
1994,-0.135,-0.105
1995,-0.115,-0.115
1996,-0.120,-0.120
1997,-0.130,-0.125
1998,-0.150,-0.135
1999,-0.140,-0.110
2000,-0.130,-0.100
2001,-0.115,-0.105
2002,-0.105,-0.115
2003,-0.115,-0.135
2004,-0.130,-0.130
2005,-0.125,-0.125
2006,-0.105,-0.110
2007,-0.095,-0.115
2008,-0.100,-0.135
2009,-0.120,-0.145
2010,-0.120,-0.140
2011,-0.125,-0.120
2012,-0.100,-0.110
2013,-0.095,-0.125
2014,-0.100,-0.145
2015,-0.100,-0.150
2016,-0.120,-0.150
2017,-0.100,-0.130
2018,-0.100,-0.130
2019,-0.080,-0.115
2020,-0.090,-0.145
2021,-0.115,-0.150
2022,-0.120,-0.135
2023,-0.095,-0.135
2024,-0.085,-0.120
2025,-0.095,-0.130
2026,-0.090,-0.135
2027,-0.105,-0.140
2028,-0.100,-0.145
2029,-0.095,-0.130
2030,-0.075,-0.125
2031,-0.075,-0.125
2032,-0.070,-0.130
2033,-0.095,-0.155
2034,-0.095,-0.145
2035,-0.075,-0.120
2036,-0.065,-0.120
2037,-0.055,-0.120
2038,-0.060,-0.120
2039,-0.080,-0.140
2040,-0.095,-0.135
2041,-0.075,-0.120
2042,-0.050,-0.100
2043,-0.040,-0.115
2044,-0.030,-0.115
2045,-0.035,-0.120
2046,-0.060,-0.115
2047,-0.045,-0.105
2048,-0.045,-0.090
2049,-0.025,-0.095
2050,-0.010,-0.095
2051,-0.020,-0.100
2052,-0.030,-0.105
2053,-0.020,-0.085
2054,-0.005,-0.070
2055,0.025,-0.075
2056,-0.005,-0.070
2057,0.005,-0.070
2058,0.010,-0.060
2059,0.010,-0.040
2060,0.035,-0.005
2061,0.040,0.005
2062,0.045,0.000
2063,0.035,0.000
2064,0.045,0.020
2065,0.060,0.045
2066,0.075,0.080
2067,0.090,0.075
2068,0.090,0.095
2069,0.080,0.095
2070,0.075,0.125
2071,0.080,0.160
2072,0.100,0.170
2073,0.115,0.185
2074,0.105,0.195
2075,0.100,0.210
2076,0.090,0.215
2077,0.085,0.235
2078,0.100,0.265
2079,0.100,0.255
2080,0.095,0.250
2081,0.070,0.235
2082,0.050,0.235
2083,0.055,0.235
2084,0.060,0.240
2085,0.065,0.230
2086,0.035,0.210
2087,0.020,0.180
2088,-0.005,0.170
2089,-0.010,0.165
2090,-0.010,0.180
2091,-0.025,0.155
2092,-0.035,0.130
2093,-0.060,0.105
2094,-0.080,0.095
2095,-0.090,0.100
2096,-0.085,0.095
2097,-0.085,0.085
2098,-0.090,0.070
2099,-0.115,0.055
2100,-0.130,0.060
2101,-0.120,0.065
2102,-0.115,0.075
2103,-0.105,0.060
2104,-0.120,0.050
2105,-0.135,0.035
2106,-0.135,0.050
2107,-0.140,0.045
2108,-0.140,0.065
2109,-0.130,0.055
2110,-0.120,0.055
2111,-0.150,0.045
2112,-0.155,0.030
2113,-0.165,0.050
2114,-0.150,0.050
2115,-0.135,0.050
2116,-0.150,0.050
2117,-0.165,0.025
2118,-0.165,0.020
2119,-0.175,0.035
2120,-0.160,0.035
2121,-0.155,0.035
2122,-0.140,0.025
2123,-0.170,0.005
2124,-0.185,0.015
2125,-0.175,0.030
2126,-0.155,0.040
2127,-0.145,0.030
2128,-0.155,0.015
2129,-0.170,-0.005
2130,-0.175,0.005
2131,-0.165,0.010
2132,-0.160,0.035
2133,-0.140,0.030
2134,-0.160,0.015
2135,-0.165,-0.005
2136,-0.175,0.005
2137,-0.180,0.010
2138,-0.150,0.020
2139,-0.145,0.025
2140,-0.155,0.010
2141,-0.170,-0.010
2142,-0.185,0.000
2143,-0.175,0.005
2144,-0.155,0.015
2145,-0.150,0.020
2146,-0.150,0.020
2147,-0.170,0.010
2148,-0.165,0.020
2149,-0.160,0.025
2150,-0.155,0.040
2151,-0.150,0.030
2152,-0.145,0.025
2153,-0.160,0.005
2154,-0.175,0.015
2155,-0.165,0.030
2156,-0.150,0.050
2157,-0.145,0.030
2158,-0.140,0.030
2159,-0.160,0.005
2160,-0.160,0.020
2161,-0.165,0.030
2162,-0.155,0.035
2163,-0.135,0.025
2164,-0.155,0.025
2165,-0.160,0.015
2166,-0.180,0.015
2167,-0.175,0.015
2168,-0.180,0.035
2169,-0.160,0.030
2170,-0.170,0.020
2171,-0.170,0.010
2172,-0.180,0.015
2173,-0.175,0.025
2174,-0.160,0.025
2175,-0.160,0.025
2176,-0.175,0.020
2177,-0.180,0.015
2178,-0.205,0.010
2179,-0.200,0.015
2180,-0.185,0.030
2181,-0.170,0.035
2182,-0.180,0.005
2183,-0.190,0.000
2184,-0.210,0.005
2185,-0.205,0.015
2186,-0.190,0.025
2187,-0.180,0.020
2188,-0.170,0.015
2189,-0.195,0.005
2190,-0.205,0.000
2191,-0.205,0.015
2192,-0.205,0.020
2193,-0.185,0.010
2194,-0.190,0.015
2195,-0.195,-0.005
2196,-0.205,0.005
2197,-0.200,0.010
2198,-0.195,0.025
2199,-0.180,0.020
2200,-0.190,0.005
2201,-0.210,-0.010
2202,-0.210,0.000
2203,-0.205,0.000
2204,-0.200,0.020
2205,-0.185,0.015
2206,-0.185,0.010
2207,-0.210,-0.015
2208,-0.225,-0.015
2209,-0.195,0.005
2210,-0.190,0.015
2211,-0.180,0.010
2212,-0.195,0.015
2213,-0.200,-0.010
2214,-0.220,-0.005
2215,-0.210,0.005
2216,-0.205,0.010
2217,-0.190,0.000
2218,-0.200,-0.005
2219,-0.220,-0.010
2220,-0.230,0.000
2221,-0.220,0.000
2222,-0.205,0.015
2223,-0.190,0.025
2224,-0.200,-0.005
2225,-0.210,-0.010
2226,-0.220,-0.020
2227,-0.225,0.000
2228,-0.220,0.015
2229,-0.210,0.010
2230,-0.205,0.010
2231,-0.215,-0.005
2232,-0.225,-0.005
2233,-0.230,0.000
2234,-0.205,0.015
2235,-0.195,0.010
2236,-0.210,-0.005
2237,-0.210,-0.015
2238,-0.235,-0.005
2239,-0.220,0.010
2240,-0.205,0.015
2241,-0.215,0.025
2242,-0.230,0.015
2243,-0.225,-0.010
2244,-0.245,-0.010
2245,-0.235,0.005
2246,-0.215,0.015
2247,-0.205,0.020
2248,-0.215,0.000
2249,-0.225,-0.005
2250,-0.235,-0.005
2251,-0.240,0.010
2252,-0.220,0.020
2253,-0.200,0.010
2254,-0.215,0.010
2255,-0.230,0.000
2256,-0.225,0.005
2257,-0.225,0.005
2258,-0.215,0.020
2259,-0.200,0.020
2260,-0.210,0.010
2261,-0.215,-0.010
2262,-0.220,0.000
2263,-0.225,0.015
2264,-0.205,0.020
2265,-0.200,0.025
2266,-0.205,0.010
2267,-0.205,0.000
2268,-0.240,0.005
2269,-0.210,0.020
2270,-0.205,0.045
2271,-0.180,0.030
2272,-0.175,0.020
2273,-0.180,0.010
2274,-0.185,0.035
2275,-0.180,0.055
2276,-0.165,0.065
2277,-0.140,0.065
2278,-0.150,0.055
2279,-0.165,0.045
2280,-0.170,0.055
2281,-0.160,0.070
2282,-0.125,0.085
2283,-0.120,0.085
2284,-0.120,0.075
2285,-0.140,0.070
2286,-0.145,0.075
2287,-0.150,0.090
2288,-0.145,0.095
2289,-0.145,0.080
2290,-0.150,0.055
2291,-0.175,0.050
2292,-0.195,0.045
2293,-0.200,0.050
2294,-0.195,0.075
2295,-0.180,0.080
2296,-0.190,0.085
2297,-0.205,0.050
2298,-0.215,0.070
2299,-0.200,0.060
2300,-0.190,0.080
2301,-0.160,0.075
2302,-0.155,0.070
2303,-0.175,0.060
2304,-0.175,0.060
2305,-0.185,0.055
2306,-0.160,0.055
2307,-0.160,0.045
2308,-0.190,0.020
2309,-0.220,0.005
2310,-0.225,0.010
2311,-0.230,0.025
2312,-0.215,0.035
2313,-0.200,0.025
2314,-0.210,0.020
